SKU;Producto;Fecha;TipoOperacion;Entrada;Salida;Saldo;Documento;Mes
1400422;Cargo C/Forro Polar Marino T/M;2026-07-06;99;2.0;0.0;4.0;00 007064;2026-07
1400423;Cargo C/Forro Polar Marino T/L;2026-07-06;99;0.0;2.0;84.0;00 0000001858;2026-07
1400424;Cargo C/Forro Polar Marino T/XL;2026-07-06;11;0.0;20.0;536.0;00 0000011168;2026-07
1400425;Cargo C/Forro Polar Marino T/XXL;2026-07-06;21;17.0;0.0;167.0;00 0000005372;2026-07
1400425;Cargo C/Forro Polar Marino T/XXL;2026-07-06;99;0.0;2.0;165.0;00 0000001858;2026-07
1400425;Cargo C/Forro Polar Marino T/XXL;2026-07-06;99;0.0;2.0;163.0;00 0000114527;2026-07
1400425;Cargo C/Forro Polar Marino T/XXL;2026-07-06;11;0.0;17.0;146.0;00 0000005368;2026-07
1400425;Cargo C/Forro Polar Marino T/XXL;2026-07-06;11;0.0;30.0;116.0;00 0000011168;2026-07
1421022;Chaleco Reflectante Básico Naranjo T/M;2026-07-06;99;100.0;0.0;298.0;00 0000003284;2026-07
1480251;Pantalón Hombre Outdoor Spandex Ripstop Grey T/S;2026-07-06;99;0.0;1.0;54.0;00 0000001860;2026-07
1480252;Pantalón Hombre Outdoor Spandex Ripstop Grey T/M;2026-07-06;11;0.0;5.0;61.0;00 0000005368;2026-07
1480254;Pantalón Hombre Outdoor Spandex Ripstop Grey T/XL;2026-07-06;99;0.0;2.0;134.0;00 0000001859;2026-07
1480255;Pantalón Hombre Outdoor Spandex Ripstop Grey T/XXL;2026-07-06;99;0.0;3.0;66.0;00 0000001860;2026-07
1480255;Pantalón Hombre Outdoor Spandex Ripstop Grey T/XXL;2026-07-06;11;0.0;4.0;62.0;00 0000005368;2026-07
1480452;Pantalón Hombre Outdoor Ripstop Spandex Azul Marino T/M;2026-07-06;21;5.0;0.0;11.0;00 0000011910;2026-07
1480452;Pantalón Hombre Outdoor Ripstop Spandex Azul Marino T/M;2026-07-06;21;5.0;0.0;16.0;00 0000011911;2026-07
1480452;Pantalón Hombre Outdoor Ripstop Spandex Azul Marino T/M;2026-07-06;21;10.0;0.0;26.0;00 0000005372;2026-07
1480452;Pantalón Hombre Outdoor Ripstop Spandex Azul Marino T/M;2026-07-06;11;0.0;14.0;12.0;00 0000005366;2026-07
1480453;Pantalón Hombre Outdoor Ripstop Spandex Azul Marino T/L;2026-07-06;99;2.0;0.0;2.0;00 007070;2026-07
1480953;Pantalón Hombre Outdoor Ripstop Spandex Beige T/L;2026-07-06;11;0.0;4.0;64.0;00 0000005368;2026-07
1490254;Pantalón Mujer Outdoor Spandex Ripstop Grey T/XL;2026-07-06;11;0.0;8.0;3.0;00 0000005366;2026-07
1490452;Pantalón Mujer Outdoor Spandex Ripstop Azul Marino T/M;2026-07-06;99;0.0;5.0;3.0;00 0000001891;2026-07
1490453;Pantalón Mujer Outdoor Spandex Ripstop Azul Marino T/L;2026-07-06;21;1.0;0.0;7.0;00 0000005372;2026-07
15002003;POLERA SIMOS ANTIBACTERIAL MUJER TERRACOTA T/L;2026-07-06;11;0.0;7.0;5.0;00 0000005366;2026-07
1500440;Jeans Hombre Marino T/40;2026-07-06;11;0.0;19.0;298.0;00 0000005366;2026-07
1500442;Jeans Hombre Marino T/42;2026-07-06;99;0.0;6.0;591.0;00 0000001845;2026-07
1500444;Jeans Hombre Marino T/44;2026-07-06;11;0.0;67.0;998.0;00 0000005366;2026-07
1500446;Jeans Hombre Marino T/46;2026-07-06;99;2.0;0.0;1583.0;00 007077;2026-07
1500446;Jeans Hombre Marino T/46;2026-07-06;99;0.0;2.0;1581.0;00 0000114435;2026-07
1500446;Jeans Hombre Marino T/46;2026-07-06;11;0.0;38.0;1543.0;00 0000005366;2026-07
1500448;Jeans Hombre Marino T/48;2026-07-06;99;0.0;2.0;1624.0;00 0000114474;2026-07
1500448;Jeans Hombre Marino T/48;2026-07-06;11;0.0;24.0;1600.0;00 0000005366;2026-07
1500450;Jeans Hombre Marino T/50;2026-07-06;11;0.0;14.0;893.0;00 0000005366;2026-07
1500454;Jeans Hombre Marino T/54;2026-07-06;99;15.0;0.0;329.0;00 0000003284;2026-07
1500460;Jeans Hombre Marino T/60;2026-07-06;99;0.0;3.0;90.0;00 0000001861;2026-07
1500460;Jeans Hombre Marino T/60;2026-07-06;11;0.0;4.0;86.0;00 0000005368;2026-07
15024002;POLERA THERA C.REDONDO 360° ALTA VISIBILIDAD UNISEX BICOLOR;2026-07-06;99;0.0;18.0;25.0;00 0000114368;2026-07
15024003;POLERA THERA C.REDONDO 360° ALTA VISIBILIDAD UNISEX BICOLOR;2026-07-06;99;0.0;3.0;5.0;00 0000114368;2026-07
15024004;POLERA THERA C.REDONDO 360° ALTA VISIBILIDAD UNISEX BICOLOR;2026-07-06;99;0.0;6.0;31.0;00 0000114368;2026-07
15043402;MARITEX POLERA POLO 360° ALTA VISIBILIDAD UNISEX BICOLOR;2026-07-06;11;0.0;30.0;102.0;00 0000011163;2026-07
15043403;MARITEX POLERA POLO 360° ALTA VISIBILIDAD UNISEX BICOLOR;2026-07-06;11;0.0;20.0;85.0;00 0000011163;2026-07
1510454;Jeans Mujer Marino T/54;2026-07-06;11;0.0;3.0;0.0;00 0000005359;2026-07
1520444;Jeans Cardones Hombre Azul Indigo T/44;2026-07-06;21;11.0;0.0;134.0;00 0000005372;2026-07
1520448;Jeans Cardones Hombre Azul Indigo T/48;2026-07-06;11;0.0;35.0;297.0;00 0000005366;2026-07
1520452;Jeans Cardones Hombre Azul Indigo T/52;2026-07-06;21;1.0;0.0;98.0;00 0000005372;2026-07
1600125;Cotona Blanco T/XXL;2026-07-06;11;0.0;18.0;32.0;00 0000005366;2026-07
1700121;Delantal Blanco T/S;2026-07-06;99;0.0;10.0;14.0;00 0000114384;2026-07
1700122;Delantal Blanco T/M;2026-07-06;99;0.0;2.0;146.0;00 0000114411;2026-07
1700422;Delantal Marino T/M;2026-07-06;99;0.0;2.0;76.0;00 0000114411;2026-07
1700425;Delantal Marino T/XXL;2026-07-06;99;0.0;2.0;137.0;00 0000114411;2026-07
17020902;BLUSA SANTORINI STRETCH ANTIBACTERIAL MUJER BEIGE T/M;2026-07-06;99;0.0;2.0;112.0;00 0000114427;2026-07
17030702;CAMISA SANTORINI STRETCH ANTIBACTERIAL HOMBRE AZUL REY T/M;2026-07-06;99;0.0;4.0;4.0;00 0000114427;2026-07
17030703;CAMISA SANTORINI STRETCH ANTIBACTERIAL HOMBRE AZUL REY T/L;2026-07-06;99;0.0;4.0;111.0;00 0000114427;2026-07
17030704;CAMISA SANTORINI STRETCH ANTIBACTERIAL HOMBRE AZUL REY T/XL;2026-07-06;99;0.0;2.0;106.0;00 0000114427;2026-07
17030902;CAMISA SANTORINI STRETCH ANTIBACTERIAL HOMBRE BEIGE T/M;2026-07-06;99;0.0;4.0;107.0;00 0000114427;2026-07
17030903;CAMISA SANTORINI STRETCH ANTIBACTERIAL HOMBRE BEIGE T/L;2026-07-06;99;0.0;4.0;113.0;00 0000114427;2026-07
17030903;CAMISA SANTORINI STRETCH ANTIBACTERIAL HOMBRE BEIGE T/L;2026-07-06;99;0.0;2.0;111.0;00 0000001890;2026-07
17030904;CAMISA SANTORINI STRETCH ANTIBACTERIAL HOMBRE BEIGE T/XL;2026-07-06;99;0.0;2.0;77.0;00 0000114427;2026-07
1780544;Pantalón Cargo Flex - Teflon Hombre Negro T/44;2026-07-06;11;0.0;5.0;130.0;00 0000005368;2026-07
1780548;Pantalón Cargo Flex - Teflon Hombre Negro T/48;2026-07-06;11;0.0;7.0;80.0;00 0000005366;2026-07
1780556;Pantalón Cargo Flex - Teflon Hombre Negro T/56;2026-07-06;11;0.0;5.0;57.0;00 0000005368;2026-07
1780946;Pantalón Cargo Flex - Teflon Hombre Beige T/46;2026-07-06;99;0.0;16.0;49.0;00 0000114366;2026-07
1780946;Pantalón Cargo Flex - Teflon Hombre Beige T/46;2026-07-06;11;0.0;12.0;37.0;00 0000005367;2026-07
1780950;Pantalón Cargo Flex - Teflon Hombre Beige T/50;2026-07-06;99;0.0;10.0;0.0;00 0000114366;2026-07
1780952;Pantalón Cargo Flex - Teflon Hombre Beige T/52;2026-07-06;11;0.0;6.0;22.0;00 0000005366;2026-07
1790240;Pantalón Cargo Flex - Teflon Mujer Gris T/40;2026-07-06;11;0.0;27.0;47.0;00 0000005366;2026-07
1790538;Pantalón Cargo Flex - Teflon Mujer Negro T/38;2026-07-06;11;0.0;4.0;24.0;00 0000005368;2026-07
1790942;Pantalón Cargo Flex - Teflon Mujer Beige T/42;2026-07-06;99;0.0;3.0;4.0;00 0000001872;2026-07
1790942;Pantalón Cargo Flex - Teflon Mujer Beige T/42;2026-07-06;99;0.0;4.0;0.0;00 0000114380;2026-07
1790944;Pantalón Cargo Flex - Teflon Mujer Beige T/44;2026-07-06;99;0.0;13.0;69.0;00 0000001872;2026-07
1790944;Pantalón Cargo Flex - Teflon Mujer Beige T/44;2026-07-06;99;0.0;2.0;67.0;00 0000114380;2026-07
1790944;Pantalón Cargo Flex - Teflon Mujer Beige T/44;2026-07-06;99;0.0;5.0;62.0;00 0000114366;2026-07
1790946;Pantalón Cargo Flex - Teflon Mujer Beige T/46;2026-07-06;99;0.0;22.0;57.0;00 0000001872;2026-07
1790946;Pantalón Cargo Flex - Teflon Mujer Beige T/46;2026-07-06;99;0.0;2.0;55.0;00 0000114366;2026-07
1790948;Pantalón Cargo Flex - Teflon Mujer Beige T/48;2026-07-06;99;0.0;24.0;62.0;00 0000001872;2026-07
1790948;Pantalón Cargo Flex - Teflon Mujer Beige T/48;2026-07-06;99;0.0;1.0;61.0;00 0000114380;2026-07
1790950;Pantalón Cargo Flex - Teflon Mujer Beige T/50;2026-07-06;99;0.0;10.0;40.0;00 0000001872;2026-07
1790950;Pantalón Cargo Flex - Teflon Mujer Beige T/50;2026-07-06;99;0.0;2.0;38.0;00 0000114380;2026-07
1790952;Pantalón Cargo Flex - Teflon Mujer Beige T/52;2026-07-06;99;0.0;2.0;25.0;00 0000001872;2026-07
1790952;Pantalón Cargo Flex - Teflon Mujer Beige T/52;2026-07-06;99;0.0;2.0;23.0;00 0000114380;2026-07
1790954;Pantalón Cargo Flex - Teflon Mujer Beige T/54;2026-07-06;99;0.0;5.0;11.0;00 0000001872;2026-07
1800440;Docker Vestir Hombre Marino T/40;2026-07-06;11;0.0;5.0;63.0;00 0000005368;2026-07
1800442;Docker Vestir Hombre Marino T/42;2026-07-06;11;0.0;11.0;57.0;00 0000005366;2026-07
1800444;Docker Vestir Hombre Marino T/44;2026-07-06;11;0.0;20.0;186.0;00 0000005366;2026-07
1800448;Docker Vestir Hombre Marino T/48;2026-07-06;11;0.0;11.0;61.0;00 0000005366;2026-07
1800458;Docker Vestir Hombre Marino T/58;2026-07-06;11;0.0;5.0;83.0;00 0000005368;2026-07
1800540;Docker Vestir Hombre Negro T/40;2026-07-06;11;0.0;24.0;6.0;00 0000005366;2026-07
1800560;Docker Vestir Hombre Negro T/60;2026-07-06;11;0.0;5.0;47.0;00 0000005368;2026-07
18010503;PANTALON VOLGA ANTIACIDO HOMBRE NEGRO T/L;2026-07-06;99;0.0;1.0;2.0;00 0000001890;2026-07
18021405;PANTALON DANUBIO TERMICO MUJER GRIS ACERO T/XXL;2026-07-06;99;1.0;0.0;32.0;00 007067;2026-07
18031400;PANTALON DANUBIO TERMICO HOMBRE GRIS ACERO T/XS;2026-07-06;99;1.0;0.0;19.0;00 007067;2026-07
18031402;PANTALON DANUBIO TERMICO HOMBRE GRIS ACERO T/M;2026-07-06;99;0.0;2.0;7.0;00 0000114427;2026-07
18031403;PANTALON DANUBIO TERMICO HOMBRE GRIS ACERO T/L;2026-07-06;99;1.0;0.0;30.0;00 007067;2026-07
18031403;PANTALON DANUBIO TERMICO HOMBRE GRIS ACERO T/L;2026-07-06;99;0.0;6.0;24.0;00 0000114427;2026-07
18031404;PANTALON DANUBIO TERMICO HOMBRE GRIS ACERO T/XL;2026-07-06;99;1.0;0.0;90.0;00 007067;2026-07
18031404;PANTALON DANUBIO TERMICO HOMBRE GRIS ACERO T/XL;2026-07-06;99;0.0;2.0;88.0;00 0000114427;2026-07
18090203;PANTALON SENA STRETCH HEAVY DUTY MUJER BICOLOR GRIS;2026-07-06;11;0.0;7.0;47.0;00 0000005366;2026-07
18113500;PANTALON DON RIPSTOP DESMONTABLE MUJER VERDE OLIVA T/XS;2026-07-06;21;8.0;0.0;10.0;00 0000005372;2026-07
18113500;PANTALON DON RIPSTOP DESMONTABLE MUJER VERDE OLIVA T/XS;2026-07-06;99;0.0;1.0;9.0;00 0000114498;2026-07
18113502;PANTALON DON RIPSTOP DESMONTABLE MUJER VERDE OLIVA T/M;2026-07-06;21;14.0;0.0;65.0;00 0000005372;2026-07
18121501;PANTALON DON RIPSTOP DESMONTABLE HOMBRE KHAKI T/S;2026-07-06;21;15.0;0.0;79.0;00 0000005372;2026-07
18123501;PANTALON DON RIPSTOP DESMONTABLE HOMBRE VERDE OLIVA T/S;2026-07-06;21;9.0;0.0;86.0;00 0000005372;2026-07
18123501;PANTALON DON RIPSTOP DESMONTABLE HOMBRE VERDE OLIVA T/S;2026-07-06;99;0.0;1.0;85.0;00 0000114498;2026-07
1820822;Pantalón Outdoor Hombre Verde T/M;2026-07-06;21;1.0;0.0;35.0;00 0000005372;2026-07
1820825;Pantalón Outdoor Hombre Verde T/XXL;2026-07-06;11;0.0;7.0;24.0;00 0000005366;2026-07
1820921;Pantalon Outdoor Hombre Beige T/S;2026-07-06;99;0.0;20.0;6.0;00 0000001879;2026-07
1820922;Pantalon Outdoor Hombre Beige T/M;2026-07-06;99;0.0;20.0;34.0;00 0000001879;2026-07
1820923;Pantalon Outdoor Hombre Beige T/L;2026-07-06;99;0.0;19.0;123.0;00 0000001879;2026-07
1820924;Pantalon Outdoor Hombre Beige T/XL;2026-07-06;99;0.0;20.0;159.0;00 0000001879;2026-07
1820925;Pantalon Outdoor Hombre Beige T/XXL;2026-07-06;99;0.0;10.0;46.0;00 0000001879;2026-07
1840462;Pantalon Alta Resistencia Premium Azul Marino T/M;2026-07-06;11;0.0;5.0;29.0;00 0000005368;2026-07
1850240;Docker Cargo Hombre Gris T/40;2026-07-06;99;0.0;20.0;24.0;00 0000001863;2026-07
1850242;Docker Cargo Hombre Gris T/42;2026-07-06;99;0.0;50.0;66.0;00 0000001863;2026-07
1850248;Docker Cargo Hombre Gris T/48;2026-07-06;99;17.0;0.0;179.0;00 0000003284;2026-07
1850448;Docker Cargo Hombre Marino T/48;2026-07-06;99;16.0;0.0;407.0;00 0000003284;2026-07
1850450;Docker Cargo Hombre Marino T/50;2026-07-06;21;12.0;0.0;196.0;00 0000005372;2026-07
1850460;Docker Cargo Hombre Marino T/60;2026-07-06;21;2.0;0.0;2.0;00 0000011910;2026-07
1850540;Docker Cargo Hombre Negro T/40;2026-07-06;21;15.0;0.0;15.0;00 0000005372;2026-07
1850544;Docker Cargo Hombre Negro T/44;2026-07-06;99;0.0;6.0;156.0;00 0000114365;2026-07
1850544;Docker Cargo Hombre Negro T/44;2026-07-06;99;0.0;20.0;136.0;00 0000001844;2026-07
1850546;Docker Cargo Hombre Negro T/46;2026-07-06;99;0.0;2.0;97.0;00 0000114365;2026-07
1850550;Docker Cargo Hombre Negro T/50;2026-07-06;11;0.0;6.0;157.0;00 0000005366;2026-07
1850556;Docker Cargo Hombre Negro T/56;2026-07-06;99;0.0;10.0;0.0;00 0000001844;2026-07
1850558;Docker Cargo Hombre Negro T/58;2026-07-06;99;0.0;2.0;47.0;00 0000114365;2026-07
1850944;Docker Cargo Hombre Beige T/44;2026-07-06;21;2.0;0.0;6.0;00 0000005372;2026-07
1850946;Docker Cargo Hombre Beige T/46;2026-07-06;11;0.0;15.0;5.0;00 0000005359;2026-07
1850948;Docker Cargo Hombre Beige T/48;2026-07-06;99;0.0;5.0;35.0;00 0000114457;2026-07
1860540;Docker Cargo Mujer Negro T/40;2026-07-06;99;0.0;30.0;36.0;00 0000001844;2026-07
1891454;Pantalon Hombre Outdoor Spandex Gris Acero T/XL;2026-07-06;99;0.0;1.0;0.0;00 0000001897;2026-07
1893552;Pantalon Hombre Outdoor Spandex Verde Olivo T/M;2026-07-06;99;15.0;0.0;15.0;00 0000003284;2026-07
19003403;SOFTSHELL ETNA 360° BICOLOR ALTA VISIBILIDAD UNISEX AZ/AMA T/L;2026-07-06;99;14.0;0.0;220.0;00 0000003284;2026-07
19004000;SOFTSHELL ETNA 360° BICOLOR ALTA VISIBILIDAD UNISEX AZ/NAR;2026-07-06;99;16.0;0.0;41.0;00 0000003284;2026-07
1901450;Pantalon Mujer Outdoor Spandex Gris Acero T/XS;2026-07-06;99;0.0;2.0;42.0;00 0000001898;2026-07
1901451;Pantalon Mujer Outdoor Spandex Gris Acero T/S;2026-07-06;99;40.0;0.0;137.0;00 0000003284;2026-07
1901453;Pantalon Mujer Outdoor Spandex Gris Acero T/L;2026-07-06;99;0.0;6.0;52.0;00 0000001898;2026-07
1903550;Pantalon Mujer Outdoor Spandex Verde Olivo T/XS;2026-07-06;11;0.0;40.0;10.0;00 0000005366;2026-07
1960521;PANTALON ALTA REST. H NEGRO T/S;2026-07-06;11;0.0;13.0;35.0;00 0000005367;2026-07
1960522;PANTALON ALTA REST. H NEGRO T/M;2026-07-06;99;0.0;1.0;137.0;00 0000509552;2026-07
1960522;PANTALON ALTA REST. H NEGRO T/M;2026-07-06;11;0.0;122.0;15.0;00 0000005360;2026-07
1960523;PANTALON ALTA REST. H NEGRO T/L;2026-07-06;99;2.0;0.0;399.0;00 007072;2026-07
1960523;PANTALON ALTA REST. H NEGRO T/L;2026-07-06;11;0.0;8.0;391.0;00 0000005366;2026-07
1960523;PANTALON ALTA REST. H NEGRO T/L;2026-07-06;11;0.0;92.0;299.0;00 0000005367;2026-07
1960524;PANTALON ALTA REST. H NEGRO T/XL;2026-07-06;99;0.0;2.0;120.0;00 0000114475;2026-07
1960524;PANTALON ALTA REST. H NEGRO T/XL;2026-07-06;11;0.0;6.0;114.0;00 0000005366;2026-07
1960524;PANTALON ALTA REST. H NEGRO T/XL;2026-07-06;11;0.0;22.0;92.0;00 0000005367;2026-07
1960526;PANTALON ALTA REST. H NEGRO T/XXXL;2026-07-06;99;16.0;0.0;49.0;00 0000003284;2026-07
1960526;PANTALON ALTA REST. H NEGRO T/XXXL;2026-07-06;11;0.0;12.0;37.0;00 0000005367;2026-07
1961421;Pantalón Cargo Alta Resistencia Hombre Gris Acero T/S;2026-07-06;99;0.0;25.0;675.0;00 0000114436;2026-07
1961421;Pantalón Cargo Alta Resistencia Hombre Gris Acero T/S;2026-07-06;99;0.0;4.0;671.0;00 0000001876;2026-07
1961422;Pantalón Cargo Alta Resistencia Hombre Gris Acero T/M;2026-07-06;99;0.0;10.0;95.0;00 0000001870;2026-07
1961422;Pantalón Cargo Alta Resistencia Hombre Gris Acero T/M;2026-07-06;99;0.0;3.0;92.0;00 0000114507;2026-07
1961422;Pantalón Cargo Alta Resistencia Hombre Gris Acero T/M;2026-07-06;99;0.0;3.0;89.0;00 0000509562;2026-07
1961422;Pantalón Cargo Alta Resistencia Hombre Gris Acero T/M;2026-07-06;99;0.0;2.0;87.0;00 0000001876;2026-07
1961422;Pantalón Cargo Alta Resistencia Hombre Gris Acero T/M;2026-07-06;11;0.0;4.0;83.0;00 0000005368;2026-07
1961423;Pantalón Cargo Alta Resistencia Hombre Gris Acero T/L;2026-07-06;99;0.0;3.0;7.0;00 0000114507;2026-07
1961424;Pantalón Cargo Alta Resistencia Hombre Gris Acero T/XL;2026-07-06;11;0.0;3.0;1.0;00 0000005359;2026-07
1961424;Pantalón Cargo Alta Resistencia Hombre Gris Acero T/XL;2026-07-06;11;0.0;1.0;0.0;00 0000005368;2026-07
1961425;Pantalón Cargo Alta Resistencia Hombre Gris Acero T/XXL;2026-07-06;99;0.0;5.0;623.0;00 0000114404;2026-07
1961425;Pantalón Cargo Alta Resistencia Hombre Gris Acero T/XXL;2026-07-06;99;0.0;3.0;620.0;00 0000509562;2026-07
1961425;Pantalón Cargo Alta Resistencia Hombre Gris Acero T/XXL;2026-07-06;99;0.0;4.0;616.0;00 0000001876;2026-07
1961425;Pantalón Cargo Alta Resistencia Hombre Gris Acero T/XXL;2026-07-06;11;0.0;50.0;566.0;00 0000011168;2026-07
1961426;Pantalón Cargo Alta Resistencia Hombre Gris Acero T/XXXL;2026-07-06;99;0.0;2.0;0.0;00 0000509562;2026-07
1980462;Pantalón Cargo Alta Resistencia Ripstop Spandex Azul Marino T/M;2026-07-06;21;2.0;0.0;25.0;00 0000005372;2026-07
1980463;Pantalón Cargo Alta Resistencia Ripstop Spandex Azul Marino T/L;2026-07-06;21;8.0;0.0;217.0;00 0000005372;2026-07
1980463;Pantalón Cargo Alta Resistencia Ripstop Spandex Azul Marino T/L;2026-07-06;99;0.0;1.0;216.0;00 0000001883;2026-07
1980562;Pantalón Cargo Alta Resistencia Ripstop Spandex Negro T/M;2026-07-06;11;0.0;2.0;86.0;00 0000011161;2026-07
1984763;Pantalón Cargo Alta Resistencia Ripstop Spandex Gris Oscuro T/L;2026-07-06;99;17.0;0.0;215.0;00 0000003284;2026-07
1984766;Pantalón Cargo Alta Resistencia Ripstop Spandex Gris Oscuro T/XXXL;2026-07-06;21;18.0;0.0;78.0;00 0000005372;2026-07
1984766;Pantalón Cargo Alta Resistencia Ripstop Spandex Gris Oscuro T/XXXL;2026-07-06;99;0.0;3.0;75.0;00 0000114381;2026-07
1991421;Pantalón Cargo Alta Resistencia Gabardina Spandex Gris Acero T/S;2026-07-06;11;0.0;4.0;85.0;00 0000005368;2026-07
1991424;Pantalón Cargo Alta Resistencia Gabardina Spandex Gris Acero T/XL;2026-07-06;11;0.0;7.0;85.0;00 0000005366;2026-07
200122;Pique Hombre M/C Blanco 230 T/M;2026-07-06;99;0.0;1.0;112.0;00 0000001886;2026-07
200211;Pique Hombre M/C Gris 60/40 T/S;2026-07-06;99;0.0;4.0;111.0;00 0000114452;2026-07
200212;Pique Hombre M/C Gris 60/40 T/M;2026-07-06;99;0.0;8.0;96.0;00 0000114452;2026-07
200213;Pique Hombre M/C Gris 60/40 T/L;2026-07-06;99;0.0;2.0;247.0;00 0000114452;2026-07
200214;Pique Hombre M/C Gris 60/40 T/XL;2026-07-06;99;0.0;2.0;272.0;00 0000114452;2026-07
200412;Pique Hombre M/C Marino 60/40 T/M;2026-07-06;99;0.0;4.0;297.0;00 0000001864;2026-07
200412;Pique Hombre M/C Marino 60/40 T/M;2026-07-06;11;0.0;6.0;291.0;00 0000005366;2026-07
200413;Pique Hombre M/C Marino 60/40 T/L;2026-07-06;21;5.0;0.0;71.0;00 0000011907;2026-07
200413;Pique Hombre M/C Marino 60/40 T/L;2026-07-06;99;0.0;1.0;70.0;00 0000001864;2026-07
200421;Pique Hombre M/C Marino 230 T/S;2026-07-06;99;0.0;6.0;361.0;00 0000001869;2026-07
200422;Pique Hombre M/C Marino 230 T/M;2026-07-06;99;0.0;16.0;561.0;00 0000001869;2026-07
200422;Pique Hombre M/C Marino 230 T/M;2026-07-06;99;0.0;2.0;559.0;00 0000001886;2026-07
200423;Pique Hombre M/C Marino 230 T/L;2026-07-06;99;17.0;0.0;593.0;00 0000003284;2026-07
200423;Pique Hombre M/C Marino 230 T/L;2026-07-06;99;0.0;4.0;589.0;00 0000001869;2026-07
200424;Pique Hombre M/C Marino 230 T/XL;2026-07-06;99;0.0;8.0;408.0;00 0000001869;2026-07
200425;Pique Hombre M/C Marino 230 T/XXL;2026-07-06;99;0.0;4.0;275.0;00 0000001869;2026-07
200511;Pique Hombre M/C Negro 60/40 T/S;2026-07-06;99;20.0;0.0;543.0;00 0000003284;2026-07
200511;Pique Hombre M/C Negro 60/40 T/S;2026-07-06;99;0.0;1.0;542.0;00 0000001896;2026-07
200512;Pique Hombre M/C Negro 60/40 T/M;2026-07-06;21;14.0;0.0;797.0;00 0000005372;2026-07
200512;Pique Hombre M/C Negro 60/40 T/M;2026-07-06;99;50.0;0.0;847.0;00 007071;2026-07
200513;Pique Hombre M/C Negro 60/40 T/L;2026-07-06;21;25.0;0.0;576.0;00 0000005372;2026-07
200513;Pique Hombre M/C Negro 60/40 T/L;2026-07-06;99;0.0;1.0;575.0;00 0000114445;2026-07
200513;Pique Hombre M/C Negro 60/40 T/L;2026-07-06;99;0.0;5.0;570.0;00 0000114505;2026-07
200514;Pique Hombre M/C Negro 60/40 T/XL;2026-07-06;21;18.0;0.0;418.0;00 0000005372;2026-07
200515;Pique Hombre M/C Negro 60/40 T/XXL;2026-07-06;21;11.0;0.0;321.0;00 0000005372;2026-07
200521;Pique Hombre M/C Negro 230 T/S;2026-07-06;99;0.0;9.0;300.0;00 0000114407;2026-07
200522;Pique Hombre M/C Negro 230 T/M;2026-07-06;99;0.0;22.0;448.0;00 0000114407;2026-07
200523;Pique Hombre M/C Negro 230 T/L;2026-07-06;99;0.0;40.0;733.0;00 0000114407;2026-07
200523;Pique Hombre M/C Negro 230 T/L;2026-07-06;99;0.0;2.0;731.0;00 0000001888;2026-07
200524;Pique Hombre M/C Negro 230 T/XL;2026-07-06;99;0.0;27.0;831.0;00 0000114407;2026-07
200524;Pique Hombre M/C Negro 230 T/XL;2026-07-06;99;0.0;4.0;827.0;00 0000114505;2026-07
200525;Pique Hombre M/C Negro 230 T/XXL;2026-07-06;99;0.0;11.0;597.0;00 0000114407;2026-07
200525;Pique Hombre M/C Negro 230 T/XXL;2026-07-06;99;0.0;4.0;593.0;00 0000001888;2026-07
200526;Pique Hombre M/C Negro 230 T/XXXL;2026-07-06;99;0.0;2.0;145.0;00 0000114407;2026-07
200527;Pique Hombre M/C Negro 230 T/XXXXL;2026-07-06;99;0.0;3.0;17.0;00 0000114407;2026-07
200716;Pique Hombre M/C Rey 60/40 T/XXXL;2026-07-06;99;16.0;0.0;30.0;00 0000003284;2026-07
201121;Pique Hombre M/C Celeste 230 T/S;2026-07-06;21;50.0;0.0;161.0;00 0000005372;2026-07
2030521;Primera Capa Bamboo Spandex Negro T/S;2026-07-06;11;0.0;14.0;5.0;00 0000005359;2026-07
2030521;Primera Capa Bamboo Spandex Negro T/S;2026-07-06;11;0.0;5.0;0.0;00 0000005368;2026-07
2030522;Primera Capa Bamboo Spandex Negro T/M;2026-07-06;11;0.0;14.0;10.0;00 0000005359;2026-07
2030522;Primera Capa Bamboo Spandex Negro T/M;2026-07-06;11;0.0;10.0;0.0;00 0000005366;2026-07
2030524;Primera Capa Bamboo Spandex Negro T/XL;2026-07-06;99;16.0;0.0;17.0;00 0000003284;2026-07
2043425;Parka Térmico Bicolor AM/AZ Oxford 300D Alto Tráfico T/2XL;2026-07-06;99;0.0;5.0;28.0;00 0000001882;2026-07
2044025;Parka Térmico Bicolor NA/AZ Oxford 300D Alto Tráfico T/2XL;2026-07-06;11;0.0;6.0;72.0;00 0000011168;2026-07
2044026;Parka Térmico Bicolor NA/AZ Oxford 300D Alto Tráfico T/3XL;2026-07-06;11;0.0;5.0;74.0;00 0000011168;2026-07
2070420;PANTALON CUYANOS SPANDEX ANTIACIDO CANVAS HOMBRE COLOR;2026-07-06;99;0.0;1.0;39.0;00 0000002981;2026-07
2070421;PANTALON CUYANOS SPANDEX ANTIACIDO CANVAS HOMBRE COLOR;2026-07-06;99;0.0;1.0;73.0;00 0000002981;2026-07
2070422;PANTALON CUYANOS SPANDEX ANTIACIDO CANVAS HOMBRE COLOR;2026-07-06;99;0.0;1.0;163.0;00 0000002981;2026-07
2070423;PANTALON CUYANOS SPANDEX ANTIACIDO CANVAS HOMBRE COLOR;2026-07-06;99;0.0;1.0;190.0;00 0000002981;2026-07
